! NAME [16] IV - Input = 0 V,,,,,,,
Gd,Iin_A,Index,Iout_A,PdcIn_dBm,PdcOut_dBm,Vin_V,Vout_V
Gd,Iin_A,Index,Iout_A,PdcIn_dBm,PdcOut_dBm,Vin_V,Vout_V
0.040687,-9.95E-07,0,-3.99E-04,-32.25326,-24.95424,-0.59821,-0.008017
0.030844,-1.62E-05,1,0.0029691,-20.15064,-6.53745,-0.59772,0.074754
0.014915,-1.23E-05,2,0.0049986,-21.3512,-0.67235,-0.59791,0.17136
0.0064961,-2.24E-05,3,0.0058646,-18.71932,1.98803,-0.59879,0.26951
0.0035258,-1.59E-05,4,0.0062763,-20.2295,3.63877,-0.5984,0.36828
0.002871,-1.48E-05,5,0.0065645,-20.54041,4.87676,-0.59791,0.46825
0.0020514,-3.03E-05,6,0.0068472,-17.42264,5.89205,-0.59781,0.56714
0.0018016,4.42E-06,7,0.0069713,-25.77629,6.67343,-0.59821,0.66685
0.0020685,-2.54E-06,8,0.0072058,-28.17803,7.42072,-0.59821,0.76628
0.0018363,-1.35E-05,9,0.007383,-20.94291,8.05705,-0.5983,0.86591
0.0014941,-1.83E-05,10,0.0075737,-19.6146,8.64547,-0.59879,0.96658
0.0014434,-1.15E-05,11,0.0076811,-21.6227,9.12684,-0.59752,1.06478
0.0016842,-3.36E-06,12,0.0078614,-26.97243,9.61931,-0.5985,1.16529
0.0012739,-2.41E-05,13,0.0080181,-18.41081,10.06106,-0.5985,1.26483
0.0012679,-8.38E-06,14,0.0081163,-22.99698,10.44719,-0.59821,1.36572
0.0013307,-3.14E-05,15,0.0082737,-17.27202,10.83957,-0.59752,1.46642
0.0011407,-5.87E-06,16,0.0083829,-24.54369,11.18157,-0.5984,1.56589
0.0012019,-1.99E-05,17,0.0085021,-19.24084,11.51353,-0.59811,1.66659
0.0012447,-2.42E-05,18,0.0086237,-18.39748,11.82729,-0.5984,1.76619
0.0011635,-2.39E-05,19,0.0087508,-18.44574,12.13058,-0.5985,1.86642
9.72E-04,-1.94E-05,20,0.0088564,-19.34323,12.40869,-0.59811,1.96614
0.0010318,-1.86E-05,21,0.0089452,-19.53754,12.66836,-0.59811,2.06654
0.0011105,-1.34E-05,22,0.0090638,-20.95591,12.93193,-0.59821,2.16713
8.18E-04,-1.38E-05,23,0.0091668,-20.82187,13.17473,-0.59801,2.26597
9.50E-04,8.17E-06,24,0.0092267,-23.10786,13.39215,-0.59811,2.36684
0.0013536,-1.15E-06,25,0.0093563,-31.62523,13.63105,-0.59811,2.46604
9.96E-04,-2.36E-05,26,0.0094971,-18.50453,13.86936,-0.59723,2.56653
7.44E-04,-4.86E-06,27,0.0095557,-25.35942,14.06055,-0.5985,2.66559
9.15E-04,-1.22E-05,28,0.0096458,-21.36078,14.26202,-0.5985,2.76607
8.95E-04,-3.75E-05,29,0.0097396,-16.5031,14.45913,-0.59693,2.86662
6.72E-04,-2.19E-05,30,0.0098248,-18.82983,14.64498,-0.59821,2.96602
6.05E-04,-2.11E-05,31,0.0098736,-18.99545,14.81086,-0.59801,3.06628
8.86E-04,-1.40E-05,32,0.0099452,-20.76212,14.98006,-0.59791,3.16514
4.00E-04,-3.69E-05,33,0.01005,-16.56831,15.16096,-0.59791,3.26532
3.17E-04,-1.52E-05,34,0.010025,-20.41363,15.28107,-0.5984,3.36516
6.13E-04,-1.46E-05,35,0.010114,-20.59713,15.44668,-0.59801,3.46544
4.96E-04,-1.47E-05,36,0.010148,-20.56199,15.58511,-0.59811,3.56551
7.70E-04,-5.87E-06,37,0.010212,-24.54796,15.73175,-0.59781,3.66477
4.28E-04,-1.72E-05,38,0.010301,-19.88064,15.88583,-0.59742,3.76436
3.17E-04,-1.97E-05,39,0.010298,-19.29173,15.99736,-0.59811,3.86367
5.87E-04,-2.34E-05,40,0.010365,-18.53587,16.13693,-0.59781,3.96395
6.94E-04,-1.81E-05,41,0.010415,-19.64656,16.26523,-0.59821,4.0632
3.50E-04,-3.21E-05,42,0.010504,-17.16344,16.40824,-0.59791,4.16368
1.46E-04,-1.49E-05,43,0.010485,-20.49293,16.50392,-0.59821,4.26394
5.62E-04,-7.22E-06,44,0.010533,-23.63945,16.62382,-0.59879,4.36353
5.44E-04,-2.37E-05,45,0.010598,-18.46903,16.74904,-0.59919,4.46372
3.22E-04,-6.10E-05,46,0.010641,-14.38531,16.86269,-0.59762,4.56321
2.62E-04,-1.65E-05,47,0.010662,-20.05887,16.96537,-0.59899,4.66344
5.87E-04,-1.27E-05,48,0.010694,-21.18693,17.07084,-0.5983,4.76374
4.17E-04,-2.85E-05,49,0.010779,-17.68915,17.19455,-0.59732,4.86292
-1.89E-05,-1.85E-05,50,0.010777,-19.56471,17.28274,-0.59811,4.96355
,,,,,,,
! NAME [16] IV - Input = -0.7 V,,,,,,,
Gd,Iin_A,Index,Iout_A,PdcIn_dBm,PdcOut_dBm,Vin_V,Vout_V
0.017921,-1.37E-05,0,-2.07E-04,-20.18994,-27.54179,-0.69946,-0.008497
0.011902,-2.72E-05,1,0.0013383,-17.21258,-9.82774,-0.69887,0.077745
0.0041756,-1.37E-05,2,0.0019228,-20.18276,-4.67816,-0.69867,0.17711
0.0018165,-2.20E-05,3,0.0021691,-18.12898,-2.2142,-0.69926,0.27688
0.0014512,4.77E-06,4,0.0022845,-24.77054,-0.66034,-0.69907,0.37598
0.0011917,-4.59E-05,5,0.0024586,-14.9387,0.68425,-0.69858,0.47614
0.0010633,1.83E-05,6,0.0025228,-18.92428,1.62004,-0.69965,0.5756
0.0010045,-4.01E-06,7,0.0026709,-25.52317,2.56365,-0.69858,0.67562
0.0010995,4.58E-06,8,0.0027234,-24.94327,3.24421,-0.70014,0.77501
0.001258,-2.93E-05,9,0.0028901,-16.88985,4.02784,-0.69907,0.87474
8.90E-04,-2.23E-05,10,0.0029752,-18.06882,4.62785,-0.69916,0.97558
6.89E-04,-1.99E-05,11,0.0030672,-18.57928,5.17699,-0.69789,1.07388
7.00E-04,-1.13E-05,12,0.0031117,-21.01809,5.62825,-0.69848,1.17445
8.55E-04,-2.70E-05,13,0.0032073,-17.23987,6.11414,-0.69946,1.2743
7.37E-04,-9.39E-06,14,0.0032832,-21.83486,6.54713,-0.69799,1.37534
7.35E-04,-1.12E-05,15,0.0033561,-21.0628,6.94992,-0.69848,1.47625
8.74E-04,-1.43E-05,16,0.0034308,-19.98811,7.32956,-0.69916,1.57603
7.32E-04,-1.49E-05,17,0.0035314,-19.81565,7.72415,-0.69916,1.67676
7.06E-04,-1.83E-05,18,0.0035777,-18.93559,8.03146,-0.69867,1.77642
6.20E-04,-2.00E-05,19,0.0036727,-18.55191,8.38391,-0.69956,1.87673
5.48E-04,-1.13E-05,20,0.0037017,-21.02881,8.64252,-0.69916,1.97627
9.00E-04,-1.28E-05,21,0.0037826,-20.50072,8.95198,-0.69858,2.07686
9.08E-04,-1.28E-05,22,0.0038826,-20.48807,9.27022,-0.69848,2.17721
7.99E-04,-1.03E-05,23,0.0039641,-21.41053,9.55438,-0.70034,2.27665
6.69E-04,-3.01E-05,24,0.0040425,-16.76784,9.82728,-0.69956,2.37729
6.55E-04,-2.95E-05,25,0.004098,-16.84983,10.06432,-0.69907,2.47662
5.49E-04,-2.71E-05,26,0.0041733,-17.23176,10.31582,-0.69877,2.57692
4.29E-04,-1.35E-05,27,0.0042079,-20.26756,10.51648,-0.69897,2.67661
6.09E-04,-1.48E-05,28,0.0042591,-19.86769,10.72879,-0.69809,2.7769
7.26E-04,-6.84E-06,29,0.0043301,-23.20677,10.95494,-0.69897,2.87738
4.56E-04,-2.34E-05,30,0.0044042,-17.85575,11.17613,-0.69916,2.9768
3.80E-04,-6.14E-06,31,0.0044208,-23.67365,11.3365,-0.69887,3.07713
4.93E-04,-1.14E-05,32,0.0044795,-20.96835,11.53108,-0.69936,3.17601
6.77E-04,-2.18E-05,33,0.004519,-18.16663,11.70431,-0.69936,3.27636
5.63E-04,-3.42E-05,34,0.0046146,-16.20991,11.9254,-0.69926,3.376
8.01E-05,-2.63E-05,35,0.0046313,-17.35314,12.06809,-0.69848,3.4762
1.59E-04,1.36E-05,36,0.0046307,-20.22201,12.1908,-0.69916,3.5763
6.09E-04,-9.74E-06,37,0.0046628,-21.67134,12.33976,-0.69887,3.67562
5.00E-04,-2.75E-05,38,0.0047523,-17.17194,12.53885,-0.69848,3.77557
1.79E-04,-2.51E-05,39,0.0047628,-17.56092,12.66132,-0.69975,3.875
4.68E-04,-5.06E-06,40,0.0047881,-24.51406,12.79537,-0.69936,3.97534
2.86E-04,-1.88E-05,41,0.004856,-18.82202,12.96378,-0.69799,4.07474
2.49E-04,-1.83E-05,42,0.0048449,-18.93498,13.05938,-0.69877,4.17499
4.23E-04,-2.70E-05,43,0.004906,-17.24919,13.21695,-0.69897,4.27533
1.55E-04,-2.10E-05,44,0.0049294,-18.32113,13.33734,-0.69975,4.37458
1.92E-04,-1.24E-05,45,0.0049369,-20.63147,13.44264,-0.69907,4.47522
5.10E-04,-6.49E-06,46,0.0049677,-23.43182,13.5649,-0.69926,4.5744
2.81E-04,-3.91E-05,47,0.0050387,-15.62789,13.72053,-0.69916,4.6745
2.06E-04,-1.07E-05,48,0.0050239,-21.27622,13.80013,-0.69877,4.775
4.89E-04,-1.34E-05,49,0.0050794,-20.29249,13.9373,-0.69897,4.87433
4.18E-04,-2.04E-05,50,0.0051214,-18.45938,14.0616,-0.69838,4.97475
,,,,,,,
! NAME [16] IV - Input = -0.8 V,,,,,,,
Gd,Iin_A,Index,Iout_A,PdcIn_dBm,PdcOut_dBm,Vin_V,Vout_V
0.0042035,-2.21E-05,0,-4.49E-05,-17.54017,-34.09269,-0.79797,-0.008671
0.0025224,-2.42E-05,1,3.28E-04,-17.13808,-15.81096,-0.79846,0.08002
5.38E-04,-9.24E-06,2,4.12E-04,-21.32579,-11.28099,-0.79797,0.18053
4.00E-04,-4.01E-06,3,4.36E-04,-24.94227,-9.12128,-0.79855,0.28086
4.74E-04,-2.10E-05,4,4.92E-04,-17.75399,-7.2795,-0.79885,0.38022
2.44E-04,-2.77E-05,5,5.30E-04,-16.5483,-5.94047,-0.79846,0.48018
3.70E-04,-1.35E-05,6,5.41E-04,-19.67598,-5.03503,-0.79865,0.58002
5.38E-04,-2.85E-05,7,6.04E-04,-16.43308,-3.86091,-0.79875,0.68012
3.26E-04,-2.38E-05,8,6.48E-04,-17.21341,-2.96548,-0.79875,0.77934
2.49E-04,-1.86E-05,9,6.69E-04,-18.29621,-2.30211,-0.79767,0.87948
3.29E-04,-6.95E-06,10,6.98E-04,-22.5531,-1.64674,-0.79895,0.98024
3.41E-04,-3.83E-05,11,7.35E-04,-15.1509,-1.0099,-0.79767,1.07879
2.74E-04,-1.94E-05,12,7.66E-04,-18.10575,-0.44088,-0.79846,1.17928
2.97E-04,-2.89E-05,13,7.90E-04,-16.3787,0.043749,-0.79689,1.27933
3.18E-04,-2.37E-05,14,8.26E-04,-17.22643,0.57008,-0.79895,1.38049
1.69E-04,-4.62E-05,15,8.54E-04,-14.33756,1.01926,-0.79757,1.48111
3.51E-04,-1.09E-05,16,8.60E-04,-20.60202,1.33375,-0.79875,1.58091
4.07E-04,-2.73E-05,17,9.25E-04,-16.61415,1.91871,-0.79757,1.68208
2.95E-04,-3.07E-05,18,9.42E-04,-16.10014,2.24803,-0.79836,1.7813
2.98E-04,-1.92E-05,19,9.84E-04,-18.14413,2.67675,-0.79944,1.88225
3.02E-04,-1.68E-05,20,0.0010019,-18.7317,2.97871,-0.79806,1.98172
3.25E-04,-1.83E-05,21,0.0010445,-18.3606,3.37416,-0.79924,2.08213
1.07E-04,-5.33E-06,22,0.0010673,-23.70759,3.67309,-0.79924,2.18278
5.29E-04,-7.65E-06,23,0.0010661,-22.14091,3.86195,-0.79855,2.28243
4.89E-04,-3.53E-05,24,0.0011735,-15.50159,4.46565,-0.79787,2.38277
9.81E-05,-1.58E-05,25,0.0011642,-18.99541,4.60944,-0.79895,2.48257
2.10E-04,-1.46E-05,26,0.0011933,-19.33063,4.88844,-0.79836,2.58293
2.93E-04,-1.67E-05,27,0.0012062,-18.75461,5.0995,-0.79757,2.68242
4.23E-04,-4.86E-06,28,0.0012519,-24.10489,5.42025,-0.79895,2.78265
3.42E-04,-2.85E-05,29,0.0012914,-16.42767,5.71051,-0.79865,2.88399
2.64E-04,-3.32E-05,30,0.0013204,-15.76163,5.95318,-0.79875,2.98272
1.82E-04,-2.03E-05,31,0.0013439,-17.90093,6.17326,-0.79875,3.08299
1.45E-04,-4.56E-05,32,0.0013568,-14.39043,6.35257,-0.79728,3.18225
2.35E-04,-1.59E-05,33,0.0013729,-18.97479,6.53855,-0.79885,3.28266
3.18E-04,-2.70E-05,34,0.0014037,-16.66338,6.76442,-0.79875,3.38188
1.32E-04,-2.69E-05,35,0.0014365,-16.68422,6.99174,-0.79836,3.48244
1.62E-04,-2.57E-05,36,0.0014303,-16.88454,7.09649,-0.79797,3.58287
2.64E-04,-3.45E-05,37,0.0014685,-15.60434,7.32981,-0.79846,3.6821
8.65E-06,-2.63E-05,38,0.0014827,-16.77949,7.48818,-0.79826,3.78227
8.25E-05,-1.38E-05,39,0.0014704,-19.58158,7.56432,-0.79787,3.8815
4.84E-04,-1.05E-05,40,0.0014994,-20.7737,7.75985,-0.79895,3.98169
1.34E-04,-3.76E-05,41,0.0015667,-15.22778,8.05728,-0.79738,4.08082
4.62E-05,-1.94E-05,42,0.0015253,-18.10628,8.04699,-0.79836,4.18153
3.01E-04,-1.61E-05,43,0.0015759,-18.90543,8.29202,-0.79806,4.28215
1.36E-04,-2.29E-05,44,0.0015858,-17.37326,8.41829,-0.79846,4.38102
9.82E-05,-2.68E-05,45,0.0016031,-16.69265,8.56412,-0.79797,4.48179
-1.53E-05,-2.19E-05,46,0.0016056,-17.57529,8.66591,-0.79855,4.58102
1.63E-04,-2.03E-05,47,0.0016,-17.89686,8.74474,-0.79797,4.68111
3.95E-04,-1.98E-05,48,0.0016383,-18.01363,8.93952,-0.79806,4.78147
1.52E-04,-4.06E-05,49,0.001679,-14.89896,9.13559,-0.79777,4.88094
-1.05E-04,-1.98E-05,50,0.0016685,-18.02219,9.1966,-0.79806,4.98111
